YEAR,temp_above_90,humidity_above_90,humidity_below_10,U_Wet-Hot,U_Dry-Hot,Name,,YEAR2,temp_above_90,humidity_above_90,humidity_below_10,R_Wet-Hot,R_Dry-Hot,Name2
2016,26,60,6,18,0,q4,,2016,28,49,5,18,0,q4
2017,41,33,5,14,2,q4,,2017,48,22,9,12,4,q4
2018,43,32,23,13,3,q4,,2018,32,32,24,8,1,q4
2019,24,42,17,18,0,q4,,2019,28,43,18,19,0,q4
2020,57,29,4,16,1,q4,,2020,51,19,2,7,1,q4
2021,60,33,17,19,9,q4,,2021,49,38,12,22,3,q4
2022,38,26,16,7,5,q4,,2022,41,16,13,7,2,q4
1981,4,5,17,2,0,s1_1,,1981,5,7,19,3,0,s1_1
1982,3,10,23,1,1,s1_1,,1982,5,14,23,4,0,s1_1
1983,9,18,9,2,1,s1_1,,1983,12,16,7,2,2,s1_1
1984,2,4,21,1,1,s1_1,,1984,2,9,20,0,0,s1_1
1985,2,7,23,1,0,s1_1,,1985,4,12,19,2,0,s1_1
1986,7,4,25,0,3,s1_1,,1986,9,8,29,1,4,s1_1
1987,10,18,17,6,0,s1_1,,1987,11,17,17,7,0,s1_1
1988,21,24,5,7,0,s1_1,,1988,19,23,5,7,0,s1_1
1989,16,16,17,4,2,s1_1,,1989,15,13,18,4,2,s1_1
1990,10,6,9,0,0,s1_1,,1990,9,6,12,2,0,s1_1
1991,23,22,14,9,1,s1_1,,1991,24,18,14,8,1,s1_1
1992,8,14,20,2,0,s1_1,,1992,10,11,20,2,0,s1_1
1993,5,20,9,1,0,s1_1,,1993,4,19,10,2,0,s1_1
1994,9,22,13,6,0,s1_1,,1994,9,21,11,5,0,s1_1
1995,18,20,23,6,0,s1_1,,1995,20,19,21,6,0,s1_1
1996,13,8,9,0,0,s1_1,,1996,13,6,10,0,0,s1_1
1997,4,13,22,1,2,s1_1,,1997,4,13,21,1,2,s1_1
1998,28,27,7,9,0,s1_1,,1998,25,22,7,6,0,s1_1
1999,9,12,7,1,0,s1_1,,1999,8,13,7,0,0,s1_1
2000,18,8,31,4,0,s1_1,,2000,15,10,28,3,0,s1_1
2001,11,11,6,5,1,s1_1,,2001,10,14,6,4,2,s1_1
2002,18,9,8,3,1,s1_1,,2002,20,9,10,1,2,s1_1
2003,13,15,10,7,0,s1_1,,2003,11,15,10,4,0,s1_1
2004,30,8,28,4,3,s1_1,,2004,28,10,31,3,3,s1_1
2005,21,16,11,9,3,s1_1,,2005,21,18,9,5,2,s1_1
2006,19,23,19,8,0,s1_1,,2006,16,23,16,9,0,s1_1
2007,27,20,7,11,1,s1_1,,2007,31,16,11,10,2,s1_1
2008,24,13,13,7,0,s1_1,,2008,24,12,12,5,0,s1_1
2009,40,23,10,10,0,s1_1,,2009,40,25,12,9,0,s1_1
2010,20,19,7,6,1,s1_1,,2010,21,18,7,5,0,s1_1
2011,22,14,9,6,0,s1_1,,2011,25,10,10,4,0,s1_1
2012,15,20,15,8,1,s1_1,,2012,13,22,12,5,1,s1_1
2013,21,25,9,9,0,s1_1,,2013,20,21,11,8,0,s1_1
2014,44,59,4,28,1,s1_1,,2014,47,51,5,28,0,s1_1
2015,44,39,9,24,1,s1_1,,2015,41,38,8,18,1,s1_1
2016,42,54,6,27,0,s1_1,,2016,38,42,6,19,0,s1_1
2017,41,42,3,24,0,s1_1,,2017,40,31,3,17,0,s1_1
2018,44,18,11,6,0,s1_1,,2018,43,16,9,5,0,s1_1
2019,48,56,15,36,0,s1_1,,2019,43,52,13,29,0,s1_1
2020,64,28,0,13,0,s1_1,,2020,53,29,0,9,0,s1_1
2021,67,49,3,29,0,s1_1,,2021,64,37,4,22,0,s1_1
2022,36,27,11,16,0,s1_1,,2022,34,22,10,13,0,s1_1
1981,4,9,15,2,0,s1_2,,1981,4,7,17,2,0,s1_2
1982,2,12,20,1,1,s1_2,,1982,6,11,22,3,1,s1_2
1983,10,24,8,3,0,s1_2,,1983,7,22,7,1,0,s1_2
1984,2,4,16,1,0,s1_2,,1984,2,4,20,1,0,s1_2
1985,2,8,25,1,0,s1_2,,1985,3,8,21,1,0,s1_2
1986,5,8,22,1,2,s1_2,,1986,8,13,24,1,3,s1_2
1987,10,20,17,5,0,s1_2,,1987,9,13,17,4,0,s1_2
1988,21,21,6,7,0,s1_2,,1988,18,24,5,5,0,s1_2
1989,15,13,16,2,1,s1_2,,1989,16,16,16,5,1,s1_2
1990,10,1,12,0,0,s1_2,,1990,11,4,15,0,0,s1_2
1991,25,15,11,6,0,s1_2,,1991,24,16,11,7,0,s1_2
1992,9,11,20,1,0,s1_2,,1992,9,12,20,2,0,s1_2
1993,5,21,8,2,0,s1_2,,1993,5,16,10,2,0,s1_2
1994,8,23,12,4,0,s1_2,,1994,8,23,10,4,0,s1_2
1995,16,20,20,6,0,s1_2,,1995,17,17,22,5,0,s1_2
1996,12,10,11,1,0,s1_2,,1996,14,10,10,2,0,s1_2
1997,3,8,22,0,1,s1_2,,1997,4,12,19,1,1,s1_2
1998,37,23,11,10,1,s1_2,,1998,31,26,11,7,0,s1_2
1999,7,20,11,2,0,s1_2,,1999,10,20,8,3,0,s1_2
2000,18,6,30,1,0,s1_2,,2000,18,7,28,2,0,s1_2
2001,8,9,6,2,1,s1_2,,2001,9,12,4,4,0,s1_2
2002,20,7,9,2,1,s1_2,,2002,21,7,12,2,1,s1_2
2003,13,12,10,5,0,s1_2,,2003,12,12,12,4,0,s1_2
2004,33,14,36,4,6,s1_2,,2004,29,14,36,5,5,s1_2
2005,19,13,12,6,2,s1_2,,2005,21,15,11,7,2,s1_2
2006,17,25,18,7,0,s1_2,,2006,17,25,17,7,0,s1_2
2007,30,18,10,9,1,s1_2,,2007,30,19,7,9,1,s1_2
2008,22,12,13,5,1,s1_2,,2008,21,11,14,6,1,s1_2
2009,42,24,13,8,2,s1_2,,2009,42,25,11,8,0,s1_2
2010,17,18,8,5,0,s1_2,,2010,20,18,7,5,0,s1_2
2011,23,13,11,5,0,s1_2,,2011,22,15,11,5,0,s1_2
2012,14,14,16,4,2,s1_2,,2012,14,20,13,6,0,s1_2
2013,18,30,8,10,0,s1_2,,2013,18,27,10,10,0,s1_2
2014,40,58,4,23,0,s1_2,,2014,40,61,5,26,0,s1_2
2015,43,32,9,20,1,s1_2,,2015,40,31,9,21,1,s1_2
2016,38,48,7,23,0,s1_2,,2016,40,43,6,22,0,s1_2
2017,42,45,3,17,0,s1_2,,2017,41,41,2,19,0,s1_2
2018,43,16,10,3,1,s1_2,,2018,41,16,9,3,1,s1_2
2019,40,49,13,27,0,s1_2,,2019,42,49,12,29,0,s1_2
2020,56,30,1,9,1,s1_2,,2020,54,26,3,9,3,s1_2
2021,61,44,5,24,0,s1_2,,2021,63,43,6,24,0,s1_2
2022,32,29,12,15,0,s1_2,,2022,30,26,13,14,0,s1_2
1981,11,13,31,6,0,s2,,1981,10,13,26,4,0,s2
1982,3,9,26,3,0,s2,,1982,3,10,26,3,0,s2
1983,11,14,14,5,0,s2,,1983,12,10,16,4,0,s2
1984,11,10,8,4,0,s2,,1984,9,12,8,4,0,s2
1985,9,15,2,5,0,s2,,1985,7,13,1,4,0,s2
1986,6,9,13,5,0,s2,,1986,6,10,13,5,0,s2
1987,16,20,30,12,0,s2,,1987,17,19,30,12,0,s2
1988,16,14,14,8,1,s2,,1988,17,14,16,8,1,s2
1989,10,12,21,9,0,s2,,1989,10,13,23,9,0,s2
1990,20,13,7,7,0,s2,,1990,21,19,5,8,0,s2
1991,13,24,14,9,0,s2,,1991,12,25,13,8,0,s2
1992,13,12,26,3,0,s2,,1992,15,13,27,4,1,s2
1993,10,19,20,7,0,s2,,1993,8,19,21,6,0,s2
1994,16,18,19,8,0,s2,,1994,19,18,17,11,0,s2
1995,15,16,17,9,0,s2,,1995,18,11,17,8,0,s2
1996,7,9,10,2,0,s2,,1996,7,9,7,2,0,s2
1997,17,14,25,7,0,s2,,1997,15,13,23,8,0,s2
1998,17,25,9,15,0,s2,,1998,15,21,9,11,0,s2
1999,11,12,19,6,0,s2,,1999,10,13,18,7,0,s2
2000,12,8,12,2,0,s2,,2000,10,12,11,2,0,s2
2001,8,11,6,6,0,s2,,2001,8,13,6,6,0,s2
2002,10,14,10,3,0,s2,,2002,10,11,9,3,0,s2
2003,26,23,16,14,0,s2,,2003,26,22,13,13,0,s2
2004,15,5,11,5,0,s2,,2004,15,5,14,5,0,s2
2005,29,13,12,9,0,s2,,2005,30,13,11,9,0,s2
2006,20,10,9,2,0,s2,,2006,19,11,11,1,0,s2
2007,30,18,2,9,0,s2,,2007,27,15,3,7,0,s2
2008,18,20,18,11,0,s2,,2008,18,19,17,11,0,s2
2009,18,13,12,7,0,s2,,2009,19,12,11,6,0,s2
2010,25,24,8,17,0,s2,,2010,24,24,9,14,0,s2
2011,25,17,22,10,1,s2,,2011,27,16,21,9,1,s2
2012,10,11,7,5,0,s2,,2012,10,13,7,5,0,s2
2013,51,12,11,8,0,s2,,2013,48,11,13,6,1,s2
2014,8,7,13,2,0,s2,,2014,7,9,14,1,0,s2
2015,12,9,22,5,0,s2,,2015,12,8,22,4,0,s2
2016,25,29,9,14,0,s2,,2016,21,26,9,13,0,s2
2017,34,17,6,11,0,s2,,2017,30,21,6,10,0,s2
2018,20,28,5,15,0,s2,,2018,18,28,4,13,0,s2
2019,9,14,19,6,0,s2,,2019,9,13,19,6,0,s2
2020,18,24,13,12,0,s2,,2020,17,22,13,11,0,s2
2021,19,28,3,12,0,s2,,2021,17,26,2,10,0,s2
2022,39,24,10,18,0,s2,,2022,30,30,10,19,0,s2
1981,14,23,19,7,0,s3,,1981,15,25,17,9,0,s3
1982,4,6,16,1,0,s3,,1982,4,8,17,1,0,s3
1983,10,20,10,1,0,s3,,1983,11,18,12,2,0,s3
1984,8,13,14,0,0,s3,,1984,7,14,13,0,0,s3
1985,7,21,5,5,0,s3,,1985,5,19,5,5,0,s3
1986,6,11,16,1,0,s3,,1986,7,10,16,1,0,s3
1987,10,20,20,4,0,s3,,1987,9,20,19,4,0,s3
1988,31,11,15,6,2,s3,,1988,30,9,14,4,2,s3
1989,12,22,17,5,0,s3,,1989,12,19,21,4,0,s3
1990,18,11,24,4,4,s3,,1990,17,9,21,1,3,s3
1991,22,17,26,12,1,s3,,1991,20,16,27,10,1,s3
1992,5,8,19,1,0,s3,,1992,6,6,22,1,0,s3
1993,7,14,14,1,0,s3,,1993,6,16,14,1,0,s3
1994,14,16,17,4,0,s3,,1994,13,15,17,3,0,s3
1995,14,14,21,2,0,s3,,1995,14,14,22,2,0,s3
1996,6,11,5,3,0,s3,,1996,6,13,6,3,0,s3
1997,7,16,18,3,0,s3,,1997,8,15,18,3,0,s3
1998,17,25,11,4,0,s3,,1998,19,25,8,4,0,s3
1999,8,23,5,7,0,s3,,1999,8,24,7,7,0,s3
2000,12,12,32,1,3,s3,,2000,13,14,34,2,1,s3
2001,8,11,5,2,0,s3,,2001,8,9,5,1,0,s3
2002,14,17,8,4,0,s3,,2002,14,16,9,5,0,s3
2003,33,6,9,1,0,s3,,2003,34,9,12,2,2,s3
2004,13,13,20,2,3,s3,,2004,14,11,18,1,3,s3
2005,27,8,16,1,1,s3,,2005,25,10,16,1,1,s3
2006,19,14,20,1,0,s3,,2006,19,14,20,1,0,s3
2007,24,12,6,4,3,s3,,2007,25,14,6,4,3,s3
2008,18,16,9,9,0,s3,,2008,19,17,12,9,0,s3
2009,17,25,8,6,0,s3,,2009,20,22,8,6,0,s3
2010,34,14,10,1,3,s3,,2010,33,16,9,4,1,s3
2011,34,13,26,7,7,s3,,2011,31,11,24,6,6,s3
2012,12,10,18,1,4,s3,,2012,9,7,18,0,3,s3
2013,28,17,26,5,11,s3,,2013,28,15,26,5,12,s3
2014,4,39,3,3,0,s3,,2014,5,38,4,3,0,s3
2015,6,14,15,3,0,s3,,2015,7,15,19,3,1,s3
2016,26,19,8,6,1,s3,,2016,26,20,7,6,0,s3
2017,24,17,11,6,1,s3,,2017,25,19,11,7,1,s3
2018,30,23,11,10,2,s3,,2018,28,25,12,10,2,s3
2019,18,20,31,2,1,s3,,2019,18,20,30,2,1,s3
2020,20,27,8,5,1,s3,,2020,19,30,7,5,1,s3
2021,26,29,9,11,0,s3,,2021,29,31,8,10,0,s3
2022,43,5,24,1,7,s3,,2022,43,5,21,1,2,s3
1981,8,16,15,5,0,s4_1,,1981,8,22,17,5,0,s4_1
1982,4,15,18,4,0,s4_1,,1982,4,13,21,3,0,s4_1
1983,12,16,16,3,1,s4_1,,1983,13,16,15,3,1,s4_1
1984,5,18,9,2,0,s4_1,,1984,4,20,6,2,0,s4_1
1985,4,16,3,4,0,s4_1,,1985,6,15,3,5,0,s4_1
1986,6,6,18,3,0,s4_1,,1986,6,7,15,3,0,s4_1
1987,13,23,25,8,0,s4_1,,1987,16,24,27,7,0,s4_1
1988,20,14,12,8,1,s4_1,,1988,22,9,12,5,1,s4_1
1989,11,18,18,9,0,s4_1,,1989,10,18,16,7,0,s4_1
1990,17,11,10,4,0,s4_1,,1990,15,10,10,3,2,s4_1
1991,18,19,12,9,0,s4_1,,1991,18,21,13,10,0,s4_1
1992,8,8,19,2,0,s4_1,,1992,8,11,21,2,0,s4_1
1993,8,23,20,4,0,s4_1,,1993,8,17,23,3,0,s4_1
1994,16,18,17,8,1,s4_1,,1994,17,15,18,8,1,s4_1
1995,16,11,25,6,1,s4_1,,1995,16,10,24,5,1,s4_1
1996,5,10,8,3,0,s4_1,,1996,6,10,10,3,0,s4_1
1997,12,10,22,4,0,s4_1,,1997,12,12,24,4,1,s4_1
1998,16,27,10,7,0,s4_1,,1998,17,26,8,5,0,s4_1
1999,5,18,13,5,0,s4_1,,1999,5,19,10,5,0,s4_1
2000,10,14,14,3,0,s4_1,,2000,11,16,14,3,0,s4_1
2001,7,8,3,3,0,s4_1,,2001,7,8,3,2,0,s4_1
2002,10,15,8,4,0,s4_1,,2002,9,15,9,4,0,s4_1
2003,32,13,12,4,1,s4_1,,2003,33,14,12,4,1,s4_1
2004,20,6,35,5,6,s4_1,,2004,19,7,34,5,7,s4_1
2005,28,4,11,2,2,s4_1,,2005,27,4,13,3,2,s4_1
2006,18,15,14,3,0,s4_1,,2006,18,15,13,2,0,s4_1
2007,26,13,9,6,4,s4_1,,2007,25,11,10,5,5,s4_1
2008,27,20,18,11,1,s4_1,,2008,24,19,18,9,1,s4_1
2009,28,15,14,4,2,s4_1,,2009,25,14,15,4,3,s4_1
2010,22,18,8,6,0,s4_1,,2010,23,18,7,4,0,s4_1
2011,27,12,22,5,2,s4_1,,2011,28,13,22,6,2,s4_1
2012,8,7,13,0,0,s4_1,,2012,8,6,10,0,0,s4_1
2013,42,16,29,5,15,s4_1,,2013,41,18,33,6,17,s4_1
2014,7,11,11,3,1,s4_1,,2014,6,17,8,3,0,s4_1
2015,4,14,17,3,0,s4_1,,2015,4,14,19,3,0,s4_1
2016,27,22,11,10,1,s4_1,,2016,27,24,11,9,1,s4_1
2017,35,12,13,10,7,s4_1,,2017,33,13,16,10,8,s4_1
2018,21,28,11,10,0,s4_1,,2018,21,29,11,10,0,s4_1
2019,7,8,26,1,0,s4_1,,2019,5,10,25,1,0,s4_1
2020,19,23,9,10,2,s4_1,,2020,18,21,8,8,1,s4_1
2021,16,33,2,10,0,s4_1,,2021,15,31,3,10,0,s4_1
2022,34,8,10,2,6,s4_1,,2022,35,9,9,3,5,s4_1
1981,8,17,19,3,0,s4_2,,1981,7,18,18,2,0,s4_2
1982,3,14,21,3,0,s4_2,,1982,4,15,19,4,0,s4_2
1983,10,14,18,2,1,s4_2,,1983,12,16,16,3,1,s4_2
1984,8,14,6,3,0,s4_2,,1984,8,16,6,3,0,s4_2
1985,7,13,3,4,0,s4_2,,1985,7,13,3,4,0,s4_2
1986,8,7,17,3,1,s4_2,,1986,9,8,15,3,1,s4_2
1987,16,24,27,9,0,s4_2,,1987,20,25,25,9,0,s4_2
1988,18,10,14,5,1,s4_2,,1988,18,11,13,5,1,s4_2
1989,10,16,19,8,0,s4_2,,1989,11,14,19,8,0,s4_2
1990,18,15,11,4,1,s4_2,,1990,17,12,11,3,1,s4_2
1991,14,21,14,7,0,s4_2,,1991,17,20,11,11,0,s4_2
1992,13,10,23,3,0,s4_2,,1992,10,10,26,2,0,s4_2
1993,10,21,18,8,0,s4_2,,1993,12,22,23,6,0,s4_2
1994,21,17,22,7,0,s4_2,,1994,19,16,20,8,0,s4_2
1995,21,10,28,6,5,s4_2,,1995,17,10,24,5,1,s4_2
1996,5,8,7,2,0,s4_2,,1996,7,11,6,4,0,s4_2
1997,13,15,28,7,1,s4_2,,1997,13,14,23,6,1,s4_2
1998,13,23,10,6,0,s4_2,,1998,16,23,8,5,0,s4_2
1999,6,16,13,5,0,s4_2,,1999,6,15,12,5,0,s4_2
2000,9,15,14,2,0,s4_2,,2000,8,15,15,2,0,s4_2
2001,8,8,5,3,0,s4_2,,2001,7,8,4,1,0,s4_2
2002,10,15,7,4,0,s4_2,,2002,9,14,9,4,0,s4_2
2003,31,9,11,1,1,s4_2,,2003,32,13,10,5,1,s4_2
2004,16,7,30,4,6,s4_2,,2004,18,7,29,5,5,s4_2
2005,30,4,15,3,3,s4_2,,2005,27,3,13,2,2,s4_2
2006,17,14,10,2,0,s4_2,,2006,18,12,11,1,0,s4_2
2007,27,13,7,7,4,s4_2,,2007,24,13,9,6,4,s4_2
2008,19,23,14,9,1,s4_2,,2008,20,19,14,10,0,s4_2
2009,27,15,15,4,3,s4_2,,2009,19,14,14,5,2,s4_2
2010,23,18,8,7,0,s4_2,,2010,25,16,7,4,0,s4_2
2011,29,15,22,4,2,s4_2,,2011,25,14,21,6,1,s4_2
2012,7,7,8,0,0,s4_2,,2012,8,6,7,0,0,s4_2
2013,43,15,37,6,19,s4_2,,2013,44,18,35,6,18,s4_2
2014,5,12,10,2,0,s4_2,,2014,5,13,9,2,0,s4_2
2015,5,13,21,3,2,s4_2,,2015,4,12,21,4,0,s4_2
2016,25,21,11,9,1,s4_2,,2016,24,23,11,9,2,s4_2
2017,32,9,9,6,4,s4_2,,2017,32,10,10,6,5,s4_2
2018,16,27,6,10,0,s4_2,,2018,14,29,10,11,0,s4_2
2019,5,12,24,2,0,s4_2,,2019,6,10,22,2,0,s4_2
2020,20,23,7,10,1,s4_2,,2020,15,24,9,9,1,s4_2
2021,15,32,2,9,0,s4_2,,2021,14,31,3,8,0,s4_2
2022,33,7,11,3,5,s4_2,,2022,34,11,9,6,2,s4_2
1981,6,7,25,2,0,s5,,1981,6,5,24,2,0,s5
1982,3,13,15,1,0,s5,,1982,5,15,16,2,0,s5
1983,18,18,5,7,0,s5,,1983,16,21,6,6,0,s5
1984,3,4,19,1,0,s5,,1984,3,6,22,1,0,s5
1985,2,7,25,0,0,s5,,1985,3,9,19,0,0,s5
1986,12,15,17,3,0,s5,,1986,12,14,20,4,0,s5
1987,17,17,16,7,0,s5,,1987,17,15,15,6,0,s5
1988,19,27,9,7,0,s5,,1988,19,25,8,7,0,s5
1989,7,17,14,4,1,s5,,1989,8,17,17,4,0,s5
1990,19,11,17,3,4,s5,,1990,15,9,17,2,2,s5
1991,25,12,12,7,0,s5,,1991,22,10,13,4,0,s5
1992,13,8,24,1,0,s5,,1992,12,10,26,1,0,s5
1993,7,20,12,3,0,s5,,1993,5,25,13,3,0,s5
1994,9,7,8,2,0,s5,,1994,8,9,8,3,0,s5
1995,14,11,22,3,0,s5,,1995,12,14,23,6,0,s5
1996,8,8,10,1,0,s5,,1996,11,10,12,3,0,s5
1997,7,14,17,4,0,s5,,1997,5,14,21,1,0,s5
1998,37,25,11,9,0,s5,,1998,32,27,11,12,0,s5
1999,5,17,12,1,0,s5,,1999,6,17,10,1,0,s5
2000,19,13,29,3,0,s5,,2000,19,13,23,4,0,s5
2001,11,12,11,5,0,s5,,2001,11,11,9,4,0,s5
2002,17,10,12,3,0,s5,,2002,19,14,11,4,0,s5
2003,7,14,9,3,0,s5,,2003,13,13,8,3,0,s5
2004,21,20,25,6,0,s5,,2004,24,18,25,7,0,s5
2005,23,16,11,9,0,s5,,2005,21,17,10,7,0,s5
2006,16,19,23,8,0,s5,,2006,19,18,19,9,0,s5
2007,31,20,9,13,0,s5,,2007,32,18,10,13,2,s5
2008,19,13,12,5,0,s5,,2008,18,11,15,3,0,s5
2009,29,25,10,10,0,s5,,2009,32,24,10,11,0,s5
2010,26,23,10,8,1,s5,,2010,28,18,8,8,0,s5
2011,33,10,22,2,2,s5,,2011,30,9,21,4,1,s5
2012,16,22,18,8,1,s5,,2012,16,16,19,8,1,s5
2013,18,20,13,4,0,s5,,2013,19,21,14,6,0,s5
2014,36,61,3,26,0,s5,,2014,37,56,3,25,0,s5
2015,39,31,9,19,0,s5,,2015,40,35,10,22,1,s5
2016,41,35,3,22,0,s5,,2016,42,39,3,21,0,s5
2017,37,47,3,19,0,s5,,2017,38,44,2,22,0,s5
2018,31,22,8,6,1,s5,,2018,34,21,9,4,0,s5
2019,41,52,11,31,0,s5,,2019,44,50,11,34,0,s5
2020,54,34,1,16,0,s5,,2020,49,35,1,13,0,s5
2021,55,52,3,31,0,s5,,2021,54,60,4,30,0,s5
2022,38,29,14,13,1,s5,,2022,42,29,14,12,1,s5
1981,18,18,18,9,1,s6,,1981,19,20,18,10,1,s6
1982,14,11,22,3,0,s6,,1982,12,12,22,3,0,s6
1983,18,20,12,9,0,s6,,1983,13,20,9,7,0,s6
1984,9,12,5,3,0,s6,,1984,8,12,7,2,0,s6
1985,0,11,5,0,0,s6,,1985,0,11,6,0,0,s6
1986,6,2,12,0,0,s6,,1986,6,3,13,0,0,s6
1987,2,10,11,1,0,s6,,1987,2,10,10,1,0,s6
1988,10,11,9,4,0,s6,,1988,10,13,8,5,0,s6
1989,15,4,27,1,0,s6,,1989,16,3,25,1,0,s6
1990,4,21,4,3,0,s6,,1990,4,20,4,2,0,s6
1991,12,16,9,6,0,s6,,1991,13,15,9,6,0,s6
1992,12,9,19,2,0,s6,,1992,9,9,22,0,0,s6
1993,4,7,12,1,0,s6,,1993,4,7,14,0,0,s6
1994,28,42,6,17,0,s6,,1994,29,41,6,17,0,s6
1995,0,5,15,0,0,s6,,1995,0,5,14,0,0,s6
1996,12,4,16,1,1,s6,,1996,11,4,15,1,0,s6
1997,37,16,25,7,5,s6,,1997,40,15,23,8,4,s6
1998,15,22,5,8,0,s6,,1998,15,23,5,8,0,s6
1999,22,15,14,7,0,s6,,1999,22,16,14,6,0,s6
2000,45,23,11,14,1,s6,,2000,47,22,11,15,1,s6
2001,33,11,14,4,0,s6,,2001,33,9,14,4,0,s6
2002,17,11,26,3,0,s6,,2002,20,12,24,4,1,s6
2003,4,4,17,0,0,s6,,2003,7,3,17,1,0,s6
2004,19,14,28,5,3,s6,,2004,17,14,26,4,3,s6
2005,13,23,9,8,0,s6,,2005,12,21,8,7,0,s6
2006,9,8,13,0,0,s6,,2006,9,8,14,0,0,s6
2007,24,5,22,0,2,s6,,2007,23,4,21,1,2,s6
2008,8,17,8,5,0,s6,,2008,7,17,6,4,0,s6
2009,17,7,15,1,0,s6,,2009,17,7,14,1,0,s6
2010,9,17,12,5,0,s6,,2010,9,19,12,5,0,s6
2011,6,11,9,1,0,s6,,2011,5,10,9,0,0,s6
2012,9,13,12,5,0,s6,,2012,8,12,9,5,0,s6
2013,16,22,10,7,0,s6,,2013,15,22,10,7,0,s6
2014,30,4,21,1,0,s6,,2014,26,5,22,1,0,s6
2015,28,2,30,0,4,s6,,2015,24,2,30,0,3,s6
2016,21,24,11,9,0,s6,,2016,19,24,10,9,0,s6
2017,37,22,34,13,1,s6,,2017,34,21,32,14,1,s6
2018,33,18,11,8,0,s6,,2018,32,18,8,8,0,s6
2019,26,15,15,6,1,s6,,2019,28,18,17,7,0,s6
2020,29,14,13,5,3,s6,,2020,27,15,13,5,2,s6
2021,18,23,3,7,0,s6,,2021,19,22,3,6,0,s6
2022,15,28,16,5,0,s6,,2022,16,29,14,5,0,s6
1981,18,15,25,10,0,s7,,1981,20,13,26,9,0,s7
1982,6,8,25,2,0,s7,,1982,9,6,25,0,0,s7
1983,3,11,12,3,0,s7,,1983,3,8,11,2,0,s7
1984,6,12,17,5,0,s7,,1984,6,12,16,4,0,s7
1985,4,18,4,3,0,s7,,1985,4,18,4,3,0,s7
1986,22,9,15,3,2,s7,,1986,20,10,12,2,1,s7
1987,9,18,10,5,0,s7,,1987,11,18,14,5,0,s7
1988,19,17,7,8,0,s7,,1988,19,18,9,8,0,s7
1989,4,11,15,2,0,s7,,1989,6,13,14,3,0,s7
1990,19,26,12,10,1,s7,,1990,19,27,12,10,0,s7
1991,4,19,12,4,0,s7,,1991,5,20,15,5,0,s7
1992,8,10,16,3,0,s7,,1992,9,10,18,3,0,s7
1993,1,11,8,1,0,s7,,1993,2,10,8,0,0,s7
1994,16,13,14,5,2,s7,,1994,15,13,13,5,2,s7
1995,17,14,16,7,0,s7,,1995,18,16,15,8,0,s7
1996,6,16,8,4,0,s7,,1996,6,12,8,1,0,s7
1997,25,6,34,1,6,s7,,1997,26,8,35,2,6,s7
1998,12,25,7,10,0,s7,,1998,14,23,7,8,0,s7
1999,22,12,16,8,0,s7,,1999,20,12,16,8,0,s7
2000,13,17,12,2,0,s7,,2000,12,17,15,2,0,s7
2001,13,6,10,3,0,s7,,2001,12,4,10,2,0,s7
2002,21,16,17,10,0,s7,,2002,25,18,17,12,0,s7
2003,15,21,15,12,0,s7,,2003,14,21,14,10,0,s7
2004,16,7,15,1,3,s7,,2004,16,7,16,1,2,s7
2005,23,16,11,9,0,s7,,2005,23,17,11,10,0,s7
2006,30,19,19,7,5,s7,,2006,27,19,21,7,6,s7
2007,23,14,17,4,3,s7,,2007,24,12,18,4,4,s7
2008,15,7,22,3,2,s7,,2008,14,8,19,3,1,s7
2009,17,14,17,9,0,s7,,2009,16,15,15,8,0,s7
2010,24,28,11,17,0,s7,,2010,24,28,10,17,0,s7
2011,24,8,31,7,2,s7,,2011,22,8,28,7,1,s7
2012,25,6,22,0,7,s7,,2012,23,6,21,0,6,s7
2013,44,15,13,10,1,s7,,2013,42,16,12,9,1,s7
2014,11,5,27,0,1,s7,,2014,11,7,22,0,0,s7
2015,12,5,14,2,0,s7,,2015,12,5,15,2,0,s7
2016,50,21,28,16,5,s7,,2016,47,22,26,17,3,s7
2017,37,10,3,5,0,s7,,2017,34,11,4,4,1,s7
2018,36,19,10,10,1,s7,,2018,30,21,10,10,1,s7
2019,35,6,24,3,1,s7,,2019,35,8,23,4,0,s7
2020,21,8,15,4,2,s7,,2020,20,10,16,4,0,s7
2021,21,24,7,7,0,s7,,2021,19,25,7,7,0,s7
2022,56,15,14,11,1,s7,,2022,53,17,14,14,0,s7
1981,20,15,17,4,2,s8,,1981,20,16,17,5,1,s8
1982,13,5,20,1,1,s8,,1982,12,6,18,2,1,s8
1983,6,17,12,4,1,s8,,1983,7,14,15,4,1,s8
1984,8,8,15,0,0,s8,,1984,7,9,13,2,0,s8
1985,5,15,3,1,1,s8,,1985,6,13,3,2,0,s8
1986,10,5,17,0,1,s8,,1986,10,5,14,0,1,s8
1987,13,13,12,0,0,s8,,1987,13,12,12,0,0,s8
1988,4,16,10,1,0,s8,,1988,3,17,11,1,0,s8
1989,3,11,16,1,0,s8,,1989,3,11,18,1,0,s8
1990,4,24,5,3,0,s8,,1990,7,23,5,4,0,s8
1991,7,18,14,2,0,s8,,1991,9,20,14,3,0,s8
1992,10,3,20,1,3,s8,,1992,14,4,21,1,3,s8
1993,4,8,13,0,0,s8,,1993,4,7,15,0,1,s8
1994,11,35,14,2,1,s8,,1994,9,33,13,1,0,s8
1995,2,12,17,0,1,s8,,1995,1,9,18,0,0,s8
